Date,Open,High,Low,Close,Adj Close,Volume
2017-02-21,20663.429688,20757.640625,20663.369141,20743.000000,20743.000000,336880000
2017-02-22,20715.410156,20781.589844,20692.390625,20775.599609,20775.599609,310530000
2017-02-23,20817.210938,20840.699219,20746.410156,20810.320313,20810.320313,302110000
2017-02-24,20751.910156,20821.759766,20733.949219,20821.759766,20821.759766,292540000
2017-02-27,20808.710938,20851.330078,20774.759766,20837.439453,20837.439453,256540000
2017-02-28,20833.880859,20841.240234,20781.210938,20812.240234,20812.240234,339210000
2017-03-01,20957.289063,21169.109375,20957.289063,21115.550781,21115.550781,392820000
2017-03-02,21128.910156,21129.199219,20996.609375,21002.970703,21002.970703,319910000
2017-03-03,21008.750000,21039.960938,20953.859375,21005.710938,21005.710938,254420000
2017-03-06,20955.710938,20986.429688,20912.109375,20954.339844,20954.339844,266620000
2017-03-07,20934.890625,20970.539063,20901.259766,20924.759766,20924.759766,274630000
2017-03-08,20940.439453,20951.439453,20835.580078,20855.730469,20855.730469,296780000
2017-03-09,20864.320313,20900.570313,20777.160156,20858.189453,20858.189453,275960000
2017-03-10,20919.009766,20940.289063,20827.660156,20902.980469,20902.980469,315430000
2017-03-13,20899.279297,20926.060547,20845.710938,20881.480469,20881.480469,289260000
2017-03-14,20848.599609,20874.000000,20786.310547,20837.369141,20837.369141,246820000
2017-03-15,20874.779297,20977.470703,20859.599609,20950.099609,20950.099609,306590000
2017-03-16,20969.269531,21000.109375,20893.500000,20934.550781,20934.550781,264360000
2017-03-17,20965.369141,20980.509766,20911.070313,20914.619141,20914.619141,535280000
2017-03-20,20916.269531,20955.449219,20885.699219,20905.859375,20905.859375,253610000
2017-03-21,20956.330078,20970.039063,20653.259766,20668.009766,20668.009766,369320000
2017-03-22,20640.419922,20686.210938,20578.949219,20661.300781,20661.300781,325090000
2017-03-23,20645.070313,20757.890625,20618.619141,20656.580078,20656.580078,280050000
2017-03-24,20674.449219,20718.330078,20529.669922,20596.720703,20596.720703,292980000
2017-03-27,20488.349609,20578.460938,20412.800781,20550.980469,20550.980469,269380000
2017-03-28,20542.140625,20735.609375,20520.099609,20701.500000,20701.500000,299670000
2017-03-29,20675.750000,20684.730469,20625.029297,20659.320313,20659.320313,238320000
2017-03-30,20662.789063,20753.779297,20643.599609,20728.490234,20728.490234,270900000
2017-03-31,20700.339844,20722.589844,20660.679688,20663.220703,20663.220703,303770000
2017-04-03,20665.169922,20692.339844,20517.820313,20650.210938,20650.210938,285670000
2017-04-04,20634.939453,20701.289063,20605.300781,20689.240234,20689.240234,237390000
2017-04-05,20745.060547,20887.500000,20639.550781,20648.150391,20648.150391,284980000
2017-04-06,20653.769531,20746.460938,20612.169922,20662.949219,20662.949219,251720000
2017-04-07,20647.810547,20726.070313,20606.949219,20656.099609,20656.099609,219730000
2017-04-10,20668.220703,20750.330078,20614.859375,20658.019531,20658.019531,230480000
2017-04-11,20644.320313,20660.029297,20512.560547,20651.300781,20651.300781,255120000
2017-04-12,20637.949219,20642.539063,20553.029297,20591.859375,20591.859375,267670000
2017-04-13,20561.689453,20612.269531,20453.250000,20453.250000,20453.250000,235810000
2017-04-17,20484.750000,20644.410156,20484.750000,20636.919922,20636.919922,229240000
2017-04-18,20561.390625,20600.119141,20462.279297,20523.279297,20523.279297,263180000
2017-04-19,20503.519531,20546.689453,20379.550781,20404.490234,20404.490234,294790000
2017-04-20,20406.679688,20629.779297,20406.679688,20578.710938,20578.710938,312440000
2017-04-21,20578.099609,20601.400391,20505.330078,20547.759766,20547.759766,369600000
2017-04-24,20723.589844,20792.199219,20723.589844,20763.890625,20763.890625,342400000
2017-04-25,20915.509766,21026.970703,20909.380859,20996.119141,20996.119141,348180000
2017-04-26,21009.949219,21070.900391,20972.269531,20975.089844,20975.089844,328550000
2017-04-27,20991.119141,21005.800781,20935.800781,20981.330078,20981.330078,305690000
2017-04-28,20987.390625,20987.759766,20926.750000,20940.509766,20940.509766,329990000
2017-05-01,20962.730469,20976.619141,20898.380859,20913.460938,20913.460938,288160000
2017-05-02,20941.189453,20960.919922,20904.060547,20949.890625,20949.890625,338810000
2017-05-03,20915.000000,20972.740234,20874.179688,20957.900391,20957.900391,310920000
2017-05-04,20987.830078,20990.789063,20847.949219,20951.470703,20951.470703,274720000
2017-05-05,20929.039063,21006.939453,20905.000000,21006.939453,21006.939453,260960000
2017-05-08,20991.259766,21017.890625,20971.050781,21012.279297,21012.279297,276150000
2017-05-09,21022.279297,21046.849609,20938.039063,20975.779297,20975.779297,273000000
2017-05-10,20958.490234,20976.279297,20884.150391,20943.109375,20943.109375,283340000
2017-05-11,20925.720703,20933.359375,20798.900391,20919.419922,20919.419922,287680000
2017-05-12,20893.189453,20916.099609,20869.740234,20896.609375,20896.609375,288500000
2017-05-15,20923.630859,21000.830078,20923.630859,20981.939453,20981.939453,313170000
2017-05-16,20984.480469,21033.529297,20932.880859,20979.750000,20979.750000,311580000
2017-05-17,20846.169922,20846.169922,20601.080078,20606.929688,20606.929688,423200000
2017-05-18,20579.650391,20759.199219,20553.449219,20663.019531,20663.019531,422590000
2017-05-19,20698.279297,20857.130859,20687.939453,20804.839844,20804.839844,365180000
2017-05-22,20867.769531,20914.259766,20860.160156,20894.830078,20894.830078,276120000
2017-05-23,20908.669922,20961.140625,20896.220703,20937.910156,20937.910156,244950000
2017-05-24,20949.210938,21022.820313,20933.580078,21012.419922,21012.419922,283180000
2017-05-25,21062.960938,21112.320313,21051.410156,21082.949219,21082.949219,268970000
2017-05-26,21070.150391,21092.820313,21050.490234,21080.279297,21080.279297,208000000
2017-05-30,21045.490234,21063.619141,21009.599609,21029.470703,21029.470703,242810000
2017-05-31,21048.460938,21051.699219,20942.570313,21008.650391,21008.650391,371580000
2017-06-01,21030.550781,21144.179688,20994.220703,21144.179688,21144.179688,276730000
2017-06-02,21142.089844,21225.039063,21129.560547,21206.289063,21206.289063,329700000
2017-06-05,21195.029297,21224.410156,21168.689453,21184.039063,21184.039063,269790000
2017-06-06,21145.480469,21180.470703,21118.460938,21136.230469,21136.230469,283550000
2017-06-07,21171.570313,21189.839844,21113.310547,21173.689453,21173.689453,273400000
2017-06-08,21169.759766,21265.689453,21138.160156,21182.529297,21182.529297,330330000
2017-06-09,21208.960938,21305.349609,21159.449219,21271.970703,21271.970703,397200000
2017-06-12,21259.949219,21277.080078,21186.150391,21235.669922,21235.669922,528080000
2017-06-13,21256.830078,21332.769531,21256.830078,21328.470703,21328.470703,323510000
2017-06-14,21342.710938,21391.970703,21294.089844,21374.560547,21374.560547,295090000
2017-06-15,21291.689453,21367.279297,21261.869141,21359.900391,21359.900391,317200000
2017-06-16,21335.929688,21384.419922,21308.009766,21384.279297,21384.279297,603260000
2017-06-19,21444.750000,21528.990234,21436.080078,21528.990234,21528.990234,289400000
2017-06-20,21521.250000,21535.029297,21464.240234,21467.140625,21467.140625,310200000
2017-06-21,21466.390625,21492.619141,21390.000000,21410.029297,21410.029297,292500000
2017-06-22,21407.980469,21456.470703,21394.810547,21397.289063,21397.289063,270680000
2017-06-23,21380.919922,21421.789063,21333.890625,21394.759766,21394.759766,368400000
2017-06-26,21434.679688,21506.210938,21381.250000,21409.550781,21409.550781,241880000
2017-06-27,21411.189453,21440.599609,21310.660156,21310.660156,21310.660156,292170000
2017-06-28,21372.359375,21478.750000,21372.359375,21454.609375,21454.609375,271510000
2017-06-29,21487.380859,21487.380859,21197.080078,21287.029297,21287.029297,336750000
2017-06-30,21348.599609,21426.119141,21325.080078,21349.630859,21349.630859,313260000
2017-07-03,21392.300781,21562.750000,21391.710938,21479.269531,21479.269531,186810000
2017-07-05,21492.830078,21505.359375,21404.759766,21478.169922,21478.169922,273690000
2017-07-06,21423.929688,21433.099609,21305.380859,21320.039063,21320.039063,320450000
2017-07-07,21354.660156,21425.820313,21350.720703,21414.339844,21414.339844,242240000
2017-07-10,21381.230469,21446.390625,21371.109375,21408.519531,21408.519531,270340000
2017-07-11,21410.169922,21441.619141,21279.300781,21409.070313,21409.070313,247570000
2017-07-12,21467.929688,21580.789063,21467.929688,21532.140625,21532.140625,267870000
2017-07-13,21537.189453,21568.720703,21512.359375,21553.089844,21553.089844,232270000
2017-07-14,21532.769531,21681.529297,21521.720703,21637.740234,21637.740234,235590000
2017-07-17,21633.970703,21661.810547,21617.660156,21629.720703,21629.720703,244780000
2017-07-18,21589.939453,21589.939453,21471.140625,21574.730469,21574.730469,251110000
2017-07-19,21569.250000,21640.750000,21565.839844,21640.750000,21640.750000,253040000
2017-07-20,21641.539063,21661.910156,21576.960938,21611.779297,21611.779297,313950000
2017-07-21,21591.720703,21592.609375,21503.779297,21580.070313,21580.070313,362830000
2017-07-24,21577.779297,21577.779297,21496.130859,21513.169922,21513.169922,284080000
2017-07-25,21638.560547,21670.619141,21577.369141,21613.429688,21613.429688,304300000
2017-07-26,21690.380859,21742.699219,21683.289063,21711.009766,21711.009766,278240000
2017-07-27,21717.419922,21798.470703,21687.849609,21796.550781,21796.550781,407320000
2017-07-28,21787.509766,21841.179688,21756.119141,21830.310547,21830.310547,285630000
2017-07-31,21863.390625,21929.800781,21861.710938,21891.119141,21891.119141,307610000
2017-08-01,21961.419922,21990.960938,21940.810547,21963.919922,21963.919922,328410000
2017-08-02,22004.359375,22036.099609,21967.460938,22016.240234,22016.240234,336820000
2017-08-03,22007.580078,22044.849609,21991.320313,22026.099609,22026.099609,278730000
2017-08-04,22058.390625,22092.810547,22024.640625,22092.810547,22092.810547,253640000
2017-08-07,22100.199219,22121.150391,22081.970703,22118.419922,22118.419922,213010000
2017-08-08,22095.140625,22179.109375,22057.289063,22085.339844,22085.339844,262000000
2017-08-09,22022.339844,22057.189453,21996.689453,22048.699219,22048.699219,277800000
2017-08-10,21988.199219,21988.199219,21843.939453,21844.009766,21844.009766,303310000
2017-08-11,21883.320313,21911.089844,21842.740234,21858.320313,21858.320313,237790000
2017-08-14,21945.640625,22019.230469,21945.640625,21993.710938,21993.710938,235030000
2017-08-15,22029.910156,22038.919922,21971.480469,21998.990234,21998.990234,269070000
2017-08-16,22031.929688,22085.710938,22002.470703,22024.869141,22024.869141,264920000
2017-08-17,21984.740234,21984.740234,21750.320313,21750.730469,21750.730469,311030000
2017-08-18,21724.880859,21793.349609,21641.630859,21674.509766,21674.509766,309070000
2017-08-21,21671.359375,21718.740234,21600.339844,21703.750000,21703.750000,277880000
2017-08-22,21739.779297,21912.830078,21738.130859,21899.890625,21899.890625,244980000
2017-08-23,21850.269531,21866.660156,21808.390625,21812.089844,21812.089844,234810000
2017-08-24,21839.900391,21870.109375,21765.820313,21783.400391,21783.400391,228480000
2017-08-25,21819.080078,21906.859375,21812.810547,21813.669922,21813.669922,217570000
2017-08-28,21832.500000,21861.490234,21767.939453,21808.400391,21808.400391,218740000
2017-08-29,21718.000000,21879.220703,21673.580078,21865.369141,21865.369141,227340000
2017-08-30,21859.759766,21914.259766,21839.470703,21892.429688,21892.429688,242840000
2017-08-31,21936.009766,21985.759766,21910.500000,21948.099609,21948.099609,376790000
2017-09-01,21981.769531,22038.970703,21974.910156,21987.560547,21987.560547,256240000
2017-09-05,21912.369141,21921.089844,21709.630859,21753.310547,21753.310547,332840000
2017-09-06,21815.759766,21849.240234,21794.070313,21807.640625,21807.640625,318760000
2017-09-07,21820.380859,21850.009766,21745.710938,21784.779297,21784.779297,333810000
2017-09-08,21764.429688,21846.630859,21731.119141,21797.789063,21797.789063,289400000
2017-09-11,21927.789063,22067.099609,21927.789063,22057.369141,22057.369141,312770000
2017-09-12,22090.560547,22134.570313,22087.089844,22118.859375,22118.859375,364580000
2017-09-13,22103.470703,22158.179688,22095.789063,22158.179688,22158.179688,291890000
2017-09-14,22144.960938,22216.439453,22135.259766,22203.480469,22203.480469,297780000
2017-09-15,22252.439453,22275.019531,22214.519531,22268.339844,22268.339844,527540000
2017-09-18,22297.919922,22355.619141,22283.349609,22331.349609,22331.349609,302740000
2017-09-19,22349.699219,22386.009766,22340.710938,22370.800781,22370.800781,295570000
2017-09-20,22351.380859,22413.259766,22314.679688,22412.589844,22412.589844,334560000
2017-09-21,22414.019531,22419.509766,22356.550781,22359.230469,22359.230469,287390000
2017-09-22,22334.070313,22364.310547,22299.580078,22349.589844,22349.589844,297140000
2017-09-25,22320.470703,22359.880859,22219.109375,22296.089844,22296.089844,332430000
2017-09-26,22322.029297,22369.349609,22279.519531,22284.320313,22284.320313,285990000
2017-09-27,22330.929688,22371.099609,22254.929688,22340.710938,22340.710938,342900000
2017-09-28,22306.830078,22394.740234,22288.970703,22381.199219,22381.199219,263010000
2017-09-29,22358.470703,22405.630859,22332.960938,22405.089844,22405.089844,274790000
2017-10-02,22423.470703,22559.380859,22416.000000,22557.599609,22557.599609,268530000
2017-10-03,22564.449219,22646.320313,22562.900391,22641.669922,22641.669922,238830000
2017-10-04,22645.669922,22685.939453,22632.800781,22661.640625,22661.640625,235730000
2017-10-05,22669.080078,22777.039063,22655.140625,22775.390625,22775.390625,246400000
2017-10-06,22762.029297,22773.669922,22730.849609,22773.669922,22773.669922,221450000
2017-10-09,22779.730469,22803.369141,22739.380859,22761.070313,22761.070313,310770000
2017-10-10,22784.759766,22850.509766,22770.990234,22830.679688,22830.679688,319270000
2017-10-11,22827.650391,22872.890625,22821.660156,22872.890625,22872.890625,316000000
2017-10-12,22854.849609,22884.820313,22821.130859,22841.009766,22841.009766,291790000
2017-10-13,22876.429688,22905.330078,22855.929688,22871.720703,22871.720703,259560000
2017-10-16,22892.919922,22960.119141,22887.119141,22956.960938,22956.960938,247180000
2017-10-17,22952.410156,23002.199219,22948.230469,22997.439453,22997.439453,273090000
2017-10-18,23087.130859,23172.929688,23086.750000,23157.599609,23157.599609,271870000
2017-10-19,23107.470703,23167.240234,23052.669922,23163.039063,23163.039063,350400000
2017-10-20,23205.179688,23328.839844,23201.779297,23328.630859,23328.630859,474380000
2017-10-23,23348.949219,23368.369141,23273.960938,23273.960938,23273.960938,456830000
2017-10-24,23346.779297,23485.250000,23343.230469,23441.759766,23441.759766,406850000
2017-10-25,23431.089844,23451.509766,23251.109375,23329.460938,23329.460938,399560000
2017-10-26,23380.890625,23459.839844,23380.890625,23400.859375,23400.859375,370600000
2017-10-27,23419.160156,23449.400391,23353.160156,23434.189453,23434.189453,518870000
2017-10-30,23405.750000,23428.750000,23327.869141,23348.740234,23348.740234,436900000
2017-10-31,23369.220703,23406.349609,23334.390625,23377.240234,23377.240234,388050000
2017-11-01,23442.900391,23517.710938,23388.910156,23435.009766,23435.009766,361260000
2017-11-02,23463.240234,23531.380859,23350.980469,23516.259766,23516.259766,348040000
2017-11-03,23549.589844,23557.060547,23481.570313,23539.189453,23539.189453,312250000
2017-11-06,23533.960938,23574.859375,23520.750000,23548.419922,23548.419922,325190000
2017-11-07,23574.029297,23602.119141,23484.189453,23557.230469,23557.230469,285080000
2017-11-08,23542.599609,23575.000000,23510.560547,23563.359375,23563.359375,264670000
2017-11-09,23492.089844,23516.740234,23310.019531,23461.939453,23461.939453,305440000
2017-11-10,23432.710938,23452.199219,23392.960938,23422.210938,23422.210938,351280000
2017-11-13,23367.470703,23461.679688,23343.339844,23439.699219,23439.699219,491260000
